NumSingle NumDouble Num3orMore NumNotCliques MaxSize AvgSize
2 3 21 9 16 4.71
3 4 19 9 23 4.87
6 3 19 8 24 4.95
2 3 21 9 16 4.71
3 4 19 9 23 4.87
1 3 24 10 13 4.22
2 3 20 7 19 4.91
1 6 22 10 14 4.07
2 5 20 9 19 4.52
0 4 21 9 18 4.60
2 4 19 7 23 4.91
0 4 17 8 33 5.48
0 5 23 9 13 4.11
3 5 18 10 15 4.87
4 6 21 9 16 4.11
2 4 21 10 24 4.52
0 5 18 9 22 5.00
0 11 20 10 16 3.71
0 4 24 11 14 4.11
1 6 20 9 26 4.38
2 7 23 9 18 3.77
5 8 19 9 28 4.07
0 7 18 10 22 4.60
0 3 23 8 15 4.42
1 5 22 9 18 4.22
1 3 24 10 13 4.22
2 3 20 7 19 4.91
1 6 22 10 14 4.07
2 5 20 9 19 4.52
0 4 21 9 18 4.60
2 4 19 7 23 4.91
0 4 17 8 33 5.48
0 5 23 9 13 4.11
3 5 18 10 15 4.87
4 6 21 9 16 4.11
2 4 21 10 24 4.52
0 5 18 9 22 5.00
0 11 20 10 16 3.71
0 4 24 11 14 4.11
1 6 20 9 26 4.38
2 7 23 9 18 3.77
5 8 19 9 28 4.07
0 7 18 10 22 4.60
0 3 23 8 15 4.42
1 5 22 9 18 4.22
0 4 21 9 18 4.60
0 5 18 9 22 5.00
0 11 20 10 16 3.71
0 4 21 9 18 4.60
0 5 18 9 22 5.00
0 11 20 10 16 3.71
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
1 4 18 9 22 5.18
2 5 17 8 21 5.14
0 7 20 6 25 4.26
0 7 18 9 21 4.60
1 6 21 6 21 4.22
1 5 24 11 16 3.93
0 2 27 10 13 3.97
2 5 17 10 21 5.14
1 3 25 13 14 4.07
1 6 17 8 20 4.96
3 3 22 7 16 4.48
2 3 17 10 22 5.65
4 6 18 4 28 4.62
2 3 18 9 21 5.38
3 9 20 9 11 3.86
1 10 16 7 18 4.38
1 6 22 7 15 4.07
3 3 25 10 16 4.00
0 2 24 7 18 4.42
0 3 23 10 16 4.42
1 4 18 9 22 5.18
2 5 17 8 21 5.14
0 7 20 6 25 4.26
0 7 18 9 21 4.60
1 6 21 6 21 4.22
1 5 24 11 16 3.93
0 2 27 10 13 3.97
2 5 17 10 21 5.14
1 3 25 13 14 4.07
1 6 17 8 20 4.96
3 3 22 7 16 4.48
2 3 17 10 22 5.65
4 6 18 4 28 4.62
2 3 18 9 21 5.38
3 9 20 9 11 3.86
1 10 16 7 18 4.38
1 6 22 7 15 4.07
3 3 25 10 16 4.00
0 2 24 7 18 4.42
0 3 23 10 16 4.42
3 3 22 7 16 4.48
2 3 17 10 22 5.65
2 3 18 9 21 5.38
3 3 22 7 16 4.48
2 3 17 10 22 5.65
2 3 18 9 21 5.38
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
0 0 3 2 97 38.33
